sku,attribute_set_code,product_type,categories,product_websites,name,description,short_description,price,special_price,special_from_date,special_to_date,weight,status,visibility,tax_class_name,qty,is_in_stock,url_key,meta_title,meta_description,meta_keywords,manufacturer,image,small_image,thumbnail,additional_images
598,Default,simple,Categorias/Retrovisores,base,RETROVISOR FAZER 2015 HASTE CURTA - HONDA,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Pintura eletrostática,
Fixação do espelho por contração",,0.01,,,,0.35000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10986.jpg,catalog/products/10986.jpg,catalog/products/10986.jpg,"catalog/products/10986.jpg,catalog/products/10987.jpg,catalog/products/11893.jpg"
599,Default,simple,Categorias/Retrovisores,base,RETROVISOR FAZER 2015 HASTE CURTA - YAM.,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Pintura eletrostática,
Fixação do espelho por contração",,0.01,,,,0.36000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11511.jpg,catalog/products/11511.jpg,catalog/products/11511.jpg,"catalog/products/11511.jpg,catalog/products/11512.jpg,catalog/products/11894.jpg"
534,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI TITAN 150 D/E YAM.,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração",,7.2000,,,,0.29000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11585.jpg,catalog/products/11585.jpg,catalog/products/11585.jpg,"catalog/products/11585.jpg,catalog/products/11586.jpg,catalog/products/11895.jpg"
676,Default,simple,Categorias/Retrovisores,base,RETROVISOR SPORT MINI KAWASAKI Z400 MODELO HONDA DIR/ESQ,,,0.01,,,,0.01,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11756.jpg,catalog/products/11756.jpg,catalog/products/11756.jpg,"catalog/products/11756.jpg,catalog/products/11896.jpg,catalog/products/11897.jpg"
601,Default,simple,Categorias/Retrovisores,base,RETROVISOR MICRO REDONDO PADRAO HONDA UNIVERSAL,RETROVISOR MICRO REDONDO PADRAO HONDA UNIVERSAL,,7.2000,,,,0.20000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11741.jpg,catalog/products/11741.jpg,catalog/products/11741.jpg,"catalog/products/11741.jpg,catalog/products/11898.jpg,catalog/products/11899.jpg"
2241,Default,simple,Categorias/Retrovisores,base,RETROVISOR MICRO OLHO DE GATO CROMADO PADRAO YAMAHA DIR/ESQ,,,23.1500,,,,0.24000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,,,,
1504,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI REDONDO HC. UNIV.,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Haste cromada,
Fixação do espelho por contração",,9.3000,,,,0.27000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10683.jpg,catalog/products/10683.jpg,catalog/products/10683.jpg,"catalog/products/10683.jpg,catalog/products/10684.jpg,catalog/products/10685.jpg"
1513,Default,simple,Categorias/Retrovisores,base,RETROVISOR DT 200 HC. 90º D/E YAM. HASTE/DOBRA ,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Haste cromada,
Fixação do espelho por contração",,12.1000,,,,0.40000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10697.jpg,catalog/products/10697.jpg,catalog/products/10697.jpg,"catalog/products/10697.jpg,catalog/products/10698.jpg,catalog/products/10699.jpg"
1515,Default,simple,Categorias/Retrovisores,base,RETROVISOR DT 200 90° HONDA HASTE CROMADA ,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Haste cromada,
Fixação do espelho por contração",,12.1000,,,,0.41000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11675.jpg,catalog/products/11675.jpg,catalog/products/11675.jpg,"catalog/products/11675.jpg,catalog/products/11676.jpg,catalog/products/11900.jpg"
1512,Default,simple,Categorias/Retrovisores,base,RETROVISOR DT 200 HC. UNIV. ROSCA PADRÃO HONDA,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Haste cromada,
Fixação do espelho por contração",,12.1000,,,,0.41000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11671.jpg,catalog/products/11671.jpg,catalog/products/11671.jpg,"catalog/products/11671.jpg,catalog/products/11672.jpg,catalog/products/11901.jpg"
1511,Default,simple,Categorias/Retrovisores,base,RETROVISOR DT 200 HC. D/E. YAM. “xtz125/xt225,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Haste cromada,
Fixação do espelho por contração",,12.1000,,,,0.41000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10694.jpg,catalog/products/10694.jpg,catalog/products/10694.jpg,"catalog/products/10694.jpg,catalog/products/10695.jpg,catalog/products/10696.jpg"
1514,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI DT 200 HC.  ROSCA PADRÃO HONDA,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Haste cromada,
Fixação do espelho por contração",,10.1500,,,,0.30000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11673.jpg,catalog/products/11673.jpg,catalog/products/11673.jpg,"catalog/products/11673.jpg,catalog/products/11674.jpg,catalog/products/11902.jpg"
1507,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI DT 200 HC. 90º HASTE/DOBRA YAM.,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração

",,10.1500,,,,0.33000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10689.jpg,catalog/products/10689.jpg,catalog/products/10689.jpg,"catalog/products/10689.jpg,catalog/products/10690.jpg,catalog/products/10691.jpg"
1508,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI DT 200 HC. 90º HASTE/DOBRA  ROSCA PADRÃO HONDA,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Haste cromada,
Fixação do espelho por contração",,10.1500,,,,0.33000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11669.jpg,catalog/products/11669.jpg,catalog/products/11669.jpg,"catalog/products/11669.jpg,catalog/products/11670.jpg,catalog/products/11903.jpg"
1496,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI TITAN 2014 125/150 HC,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Haste cromada,
Fixação do espelho por contraçã",,13.9000,,,,0.30000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10675.jpg,catalog/products/10675.jpg,catalog/products/10675.jpg,"catalog/products/10675.jpg,catalog/products/10676.jpg,catalog/products/10677.jpg"
1500,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI TITAN 2000 D/E HC,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Haste cromada,
Fixação do espelho por contração",,9.3000,,,,0.30000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10680.jpg,catalog/products/10680.jpg,catalog/products/10680.jpg,"catalog/products/10680.jpg,catalog/products/10681.jpg,catalog/products/10682.jpg"
1505,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI REDONDO HC. D/E YAM.,"Acabamento com injeção interna,
Articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Haste cromada,
Fixação do espelho por contração",,9.3000,,,,0.26000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11667.jpg,catalog/products/11667.jpg,catalog/products/11667.jpg,"catalog/products/11667.jpg,catalog/products/11668.jpg"
2221,Default,simple,Categorias/Retrovisores,base,RETROVISOR BIZ 100 CR. REDONDO D/E YAM.,"Retrovisor possui acabamento com injeção interna, em ABS
Possuem a articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Garantia de cromeação.",,25.5400,,,,0.49000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11686.jpg,catalog/products/11686.jpg,catalog/products/11686.jpg,"catalog/products/11686.jpg,catalog/products/11687.jpg"
2231,Default,simple,Categorias/Retrovisores,base,RETROVISOR BIZ 125 CR. D/E,"Retrovisor possui acabamento com injeção interna, em ABS
Possuem a articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Garantia de cromeação
Fixação do espelho por contração

",,26.5000,,,,0.48000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10777.jpg,catalog/products/10777.jpg,catalog/products/10777.jpg,"catalog/products/10776.jpg,catalog/products/10777.jpg,catalog/products/10778.jpg,catalog/products/11052.jpg"
2218,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI BIZ 125 CR. D/E,"Retrovisor possui acabamento com injeção interna, em ABS
Possuem a articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Garantia de cromeação
Fixação do espelho por contração

",,25.5400,,,,0.28000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10747.jpg,catalog/products/10747.jpg,catalog/products/10747.jpg,"catalog/products/10747.jpg,catalog/products/10748.jpg,catalog/products/10749.jpg,catalog/products/11038.jpg"
2205,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI CB300 CR. D/E HONDA,"Retrovisor possui acabamento com injeção interna, em ABS
Possuem a articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Garantia de cromeação
Fixação do espelho por contração

",,26.0000,,,,0.27000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10730.jpg,catalog/products/10730.jpg,catalog/products/10730.jpg,"catalog/products/10729.jpg,catalog/products/10730.jpg,catalog/products/10731.jpg,catalog/products/11028.jpg"
2234,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI CB 500 CR. D/E HONDA,"Retrovisor possui acabamento com injeção interna, em ABS
Possuem a articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Garantia de cromeação
Fixação do espelho por contração

",,29.5000,,,,0.28000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10782.jpg,catalog/products/10782.jpg,catalog/products/10782.jpg,"catalog/products/10782.jpg,catalog/products/10783.jpg,catalog/products/10784.jpg,catalog/products/11056.jpg"
2214,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI TITAN 2000 CR. D/E,"Retrovisor possui acabamento com injeção interna, em ABS
Possuem a articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Garantia de cromeação
Fixação do espelho por contração",,20.4200,,,,0.35000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10744.jpg,catalog/products/10744.jpg,catalog/products/10744.jpg,"catalog/products/10744.jpg,catalog/products/10745.jpg,catalog/products/10746.jpg,catalog/products/11036.jpg"
2213,Default,simple,Categorias/Retrovisores,base,RETROVISOR MINI TWISTER CR. D/E YAM.,"Retrovisor possui acabamento com injeção interna, em ABS
Possuem a articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Garantia de cromeação
Fixação do espelho por contração",,20.4200,,,,0.28000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10741.jpg,catalog/products/10741.jpg,catalog/products/10741.jpg,"catalog/products/10741.jpg,catalog/products/10742.jpg,catalog/products/10743.jpg"
2226,Default,simple,Categorias/Retrovisores,base,RETROVISOR TWISTER CBX 250 CR. D/E,"Retrovisor possui acabamento com injeção interna, em ABS
Possuem a articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Garantia de cromeação
Fixação do espelho por contração

",,40.9000,,,,0.57000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10758.jpg,catalog/products/10758.jpg,catalog/products/10758.jpg,"catalog/products/10758.jpg,catalog/products/10759.jpg,catalog/products/10760.jpg"
2236 CV,Default,simple,Categorias/Retrovisores/Preto Com Haste Cromada,base,RETROVISOR TWISTER CBX250/300 D/E CROM. YAM.,"Retrovisor possui acabamento com injeção interna, em ABS
Possuem a articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Garantia de cromeação
Fixação do espelho por contração

",,44.4000,,,,0.54000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11394.jpg,catalog/products/11394.jpg,catalog/products/11394.jpg,"catalog/products/11394.jpg,catalog/products/11395.jpg,catalog/products/11904.jpg"
2247 CV,Default,simple,Categorias/Retrovisores/Cromados,base,RETROVISOR HORNET 2011 D/E CROMADO,"Retrovisor possui acabamento com injeção interna, em ABS
Possuem a articulação em esfera de aço e conformação a frio,
Ajuste com porca e parafuso,
Garantia de cromeação
Fixação do espelho por contração

",,45.1000,,,,0.58000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10796.jpg,catalog/products/10796.jpg,catalog/products/10796.jpg,"catalog/products/10796.jpg,catalog/products/10797.jpg,catalog/products/11062.jpg,catalog/products/11063.jpg"
619 CR,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA PRETO BRILHANTE HASTE DE ALUMINIO CROMADA UNIVERSAL DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração",,0.01,,,,0.28000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10631.jpg,catalog/products/10631.jpg,catalog/products/10631.jpg,"catalog/products/10631.jpg,catalog/products/10632.jpg,catalog/products/11905.jpg"
619 PT,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA PRETO BRILHANTE HASTE DE ALUMINIO PRETA UNIVERSAL DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração",,0.01,,,,0.28000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10635.jpg,catalog/products/10635.jpg,catalog/products/10635.jpg,"catalog/products/10635.jpg,catalog/products/10636.jpg"
619 VM,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA PRETO BRILHANTE HASTE DE ALUMINIO VERMELHO UNIVERSAL DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração",,0.01,,,,0.28000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10639.jpg,catalog/products/10639.jpg,catalog/products/10639.jpg,"catalog/products/10639.jpg,catalog/products/10640.jpg,catalog/products/11906.jpg"
617 VM,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA CROMADA HASTE DE ALUMINIO VERMELHA UNIVERSAL DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração

",,0.01,,,,0.28000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10612.jpg,catalog/products/10612.jpg,catalog/products/10612.jpg,"catalog/products/10611.jpg,catalog/products/10612.jpg,catalog/products/11814.jpg,catalog/products/11815.jpg"
621 PT,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA PRETA HASTE DE ACO PRETA ARTICULADO ESFERICO ROSCA HONDA DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração

",,0.01,,,,0.41000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10659.jpg,catalog/products/10659.jpg,catalog/products/10659.jpg,"catalog/products/10659.jpg,catalog/products/10660.jpg,catalog/products/11940.jpg"
622 PT,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA PRETA HASTE DE ACO PRETA ARTICULADO ESFERICO ROSCA YAMAHA DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração",,0.01,,,,0.42000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10669.jpg,catalog/products/10669.jpg,catalog/products/10669.jpg,"catalog/products/10669.jpg,catalog/products/10670.jpg,catalog/products/11907.jpg"
621 VM,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA VERMELHA HASTE DE ACO PRETA ARTICULADO ESFERICO ROSCA HONDA DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração

",,0.01,,,,0.41000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10663.jpg,catalog/products/10663.jpg,catalog/products/10663.jpg,"catalog/products/10663.jpg,catalog/products/10664.jpg,catalog/products/11908.jpg"
622 VM,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA VERMELHA HASTE DE ACO PRETA ARTICULADO ESFERICO ROSCA YAMAHA DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração",,0.01,,,,0.42000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10673.jpg,catalog/products/10673.jpg,catalog/products/10673.jpg,"catalog/products/10673.jpg,catalog/products/10674.jpg,catalog/products/11909.jpg"
621 AZ,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA AZUL HASTE DE ACO PRETA ARTICULADO ESFERICO ROSCA HONDA DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração

",,0.01,,,,0.41000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10657.jpg,catalog/products/10657.jpg,catalog/products/10657.jpg,"catalog/products/10657.jpg,catalog/products/10658.jpg,catalog/products/11910.jpg"
622 AZ,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA AZUL HASTE DE ACO PRETA ARTICULADO ESFERICO ROSCA YAMAHA DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração",,0.01,,,,0.42000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10667.jpg,catalog/products/10667.jpg,catalog/products/10667.jpg,"catalog/products/10667.jpg,catalog/products/10668.jpg,catalog/products/11911.jpg"
621 RS,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA ROSA HASTE DE ACO PRETA ARTICULADO ESFERICO ROSCA HONDA DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração

",,0.01,,,,0.42000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10661.jpg,catalog/products/10661.jpg,catalog/products/10661.jpg,"catalog/products/10661.jpg,catalog/products/10662.jpg,catalog/products/11912.jpg"
619 DR,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA PRETO BRILHANTE HASTE DE ALUMINIO  DOURADA UNIVERSAL DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração",,0.01,,,,0.28000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10633.jpg,catalog/products/10633.jpg,catalog/products/10633.jpg,"catalog/products/10633.jpg,catalog/products/10634.jpg,catalog/products/11913.jpg"
617 DR,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA CROMADA HASTE DE ALUMINIO DOURADA UNIVERSAL DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração

",,0.01,,,,0.27000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10605.jpg,catalog/products/10605.jpg,catalog/products/10605.jpg,"catalog/products/10605.jpg,catalog/products/10606.jpg,catalog/products/11816.jpg"
635,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA PRATA IRON NAIL METALICO HASTE DE ALUMINIO PRETA UNIVERSAL DIR/ESQ,"RETROVISOR ARROW CAPA PRATA IRON NAIL METÁLICO HASTE DE ALUMÍNIO PRETA UNIVERSAL 


ACOMPANHA CHAVE E ROSCA PARA TROCA.
",,0.01,,,,0.28000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11479.jpg,catalog/products/11479.jpg,catalog/products/11479.jpg,catalog/products/11479.jpg
638,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA AZUL METALICO HASTE DE ALUMINIO CROMADA UNIVERSAL DIR/ESQ,"Retrovisor esportivo Arrow EDIÇÃO LIMITADA, aproveite essa oportunidade.",,0.01,,,,0.23000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11477.jpg,catalog/products/11477.jpg,catalog/products/11477.jpg,catalog/products/11477.jpg
653,Default,simple,Categorias/Retrovisores,base,RETROVISOR MT 03/07/09 PADRAO YAM. ROTATIVO DIR/ESQ,,,0.01,,,,0.57000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11636.jpg,catalog/products/11636.jpg,catalog/products/11636.jpg,"catalog/products/11636.jpg,catalog/products/11637.jpg,catalog/products/11914.jpg"
652,Default,simple,Categorias/Retrovisores,base,RETROVISOR MT 03/07/09 PADRAO HONDA ROTATIVO  DIR/ESQ,,,0.01,,,,0.57000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/11459.jpg,catalog/products/11459.jpg,catalog/products/11459.jpg,"catalog/products/11459.jpg,catalog/products/11460.jpg,catalog/products/11915.jpg"
617 CR,Default,simple,Categorias/Retrovisores,base,RETROVISOR ARROW CAPA CROMADA HASTE DE ALUMINIO CROMADA UNIVERSAL DIR/ESQ,"Retrovisor possui acabamento com injeção interna,
Retrovisores que possuem a articulação em esfera, nossa conformação de aço é a frio,
Temos retrovisores com conformação por mola,
Pintura eletrostática,
Ajuste com porca e parafuso,
Fixação do espelho por contração

",,0.01,,,,0.28000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10603.jpg,catalog/products/10603.jpg,catalog/products/10603.jpg,"catalog/products/10603.jpg,catalog/products/10604.jpg,catalog/products/11817.jpg"
74,Default,simple,Categorias/Borrachas,base,BORRACHA DO ESTRIBO DA BIZ 125 2011/2022  (PAR),,,1.9500,,,,0.25000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10311.jpg,catalog/products/10311.jpg,catalog/products/10311.jpg,"catalog/products/10311.jpg,catalog/products/11916.jpg,catalog/products/11917.jpg"
60,Default,simple,Categorias/Borrachas,base,BORRACHA DO ESTRIBO HONDA BIZ 2006/2010 (PAR),"Borracha com material de PVC flexível de alta resistência, evitando a aparência esbranquiçada e resultando em maior durabilidade da borracha.",,1.6000,,,,0.21000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10307.jpg,catalog/products/10307.jpg,catalog/products/10307.jpg,"catalog/products/10307.jpg,catalog/products/11918.jpg,catalog/products/11919.jpg"
52,Default,simple,Categorias/Borrachas,base,BORRACHA DO ESTRIBO TITAN 150/2000 (PAR),"Borracha com material de PVC flexível de alta resistência, evitando a aparência esbranquiçada e resultando em maior durabilidade da borracha.

",,1.3500,,,,0.29000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10305.jpg,catalog/products/10305.jpg,catalog/products/10305.jpg,"catalog/products/10305.jpg,catalog/products/11920.jpg,catalog/products/11921.jpg"
71,Default,simple,Categorias/Borrachas,base,BORRACHA DO ESTRIBO TWISTER 2001/2008 (PAR),"Borracha com material de PVC flexível de alta resistência, evitando a aparência esbranquiçada e resultando em maior durabilidade da borracha.",,2.8000,,,,0.17000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10310.jpg,catalog/products/10310.jpg,catalog/products/10310.jpg,"catalog/products/10310.jpg,catalog/products/11922.jpg,catalog/products/11923.jpg"
54,Default,simple,Categorias/Borrachas,base,BORRACHA DO ESTRIBO TITAN 160 MOD. 16/25 (PAR),"Borracha com material de PVC flexível de alta resistência, evitando a aparência esbranquiçada e resultando em maior durabilidade da borracha.",,0.01,,,,0.25000000,1,"Catálogo, Pesquisa",Taxable Goods,1000,1,,,,,AWA Motos,catalog/products/10306.jpg,catalog/products/10306.jpg,catalog/products/10306.jpg,"catalog/products/10306.jpg,catalog/products/11924.jpg,catalog/products/11925.jpg"
